param_type,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,OUTPUTS,OUTCOME,FAIRNESS
551,A14,0,A31,A43,<= 3000,A63,A75,2,A93,A101,4,A122,<= 60,A141,A152,1,A172,2,A191,A201,1,PASS,FAIR
552,A11,4,A32,A43,<= 9000,A61,A74,1,A94,A103,1,A121,<= 60,A143,A152,2,A173,1,A192,A201,2,FAIL,UNFAIR
553,A12,1,A34,A40,<= 3000,A62,A72,4,A93,A101,1,A123,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
554,A12,0,A32,A46,<= 3000,A61,A74,4,A92,A101,4,A122,> 60,A143,A152,2,A174,1,A192,A201,1,PASS,UNFAIR
555,A12,1,A32,A43,<= 3000,A61,A72,2,A93,A101,1,A123,<= 30,A142,A152,1,A173,1,A191,A201,2,FAIL,UNFAIR
556,A12,1,A30,A40,<= 3000,A62,A72,3,A92,A101,3,A123,<= 30,A143,A152,2,A173,1,A191,A201,2,FAIL,UNFAIR
557,A14,1,A30,A40,<= 6000,A65,A73,1,A92,A101,4,A122,<= 30,A141,A152,2,A173,1,A192,A201,2,FAIL,FAIR
558,A11,2,A31,A42,<= 6000,A61,A74,3,A93,A101,4,A123,<= 30,A141,A152,1,A173,1,A191,A201,2,FAIL,UNFAIR
559,A12,1,A34,A42,<= 3000,A61,A72,2,A93,A101,2,A121,<= 60,A143,A152,2,A172,1,A191,A201,2,FAIL,UNFAIR
560,A11,2,A32,A41,<= 3000,A65,A75,4,A93,A101,4,A124,<= 60,A141,A153,1,A173,2,A192,A201,1,PASS,FAIR
561,A11,2,A31,A43,<= 3000,A61,A74,4,A93,A103,4,A123,<= 30,A141,A151,1,A172,1,A191,A201,2,FAIL,UNFAIR
562,A13,0,A33,A43,<= 3000,A61,A72,2,A92,A101,1,A122,<= 30,A141,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
563,A12,3,A32,A40,<= 15000,A65,A73,1,A93,A101,4,A124,<= 60,A143,A153,1,A173,1,A192,A201,2,FAIL,FAIR
564,A12,2,A33,A49,<= 6000,A65,A73,4,A93,A101,2,A122,<= 60,A141,A152,2,A174,1,A192,A201,1,PASS,FAIR
565,A12,2,A33,A43,<= 3000,A62,A74,3,A92,A101,2,A122,<= 30,A143,A151,2,A173,1,A192,A201,1,PASS,UNFAIR
566,A11,1,A32,A40,<= 3000,A61,A74,2,A91,A101,3,A123,<= 60,A143,A152,1,A173,1,A191,A201,2,FAIL,UNFAIR
567,A14,2,A34,A43,<= 3000,A64,A75,2,A93,A101,2,A123,<= 60,A143,A152,1,A173,1,A191,A201,1,PASS,FAIR
568,A12,4,A32,A43,<= 6000,A65,A74,4,A93,A101,1,A123,<= 60,A143,A152,2,A173,2,A192,A201,1,PASS,FAIR
569,A11,4,A32,A43,<= 9000,A61,A73,3,A92,A101,2,A123,<= 60,A143,A152,1,A173,1,A192,A201,2,FAIL,UNFAIR
570,A11,2,A32,A42,<= 6000,A61,A72,4,A92,A101,4,A121,<= 30,A143,A151,1,A172,1,A192,A201,2,FAIL,UNFAIR
571,A14,2,A34,A43,<= 6000,A61,A74,3,A93,A102,2,A123,<= 60,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
572,A14,2,A32,A41,<= 6000,A65,A71,2,A92,A101,4,A122,<= 30,A143,A151,1,A174,1,A192,A201,1,PASS,FAIR
573,A11,1,A32,A49,<= 3000,A61,A73,4,A92,A101,4,A122,<= 30,A143,A152,1,A172,1,A191,A201,1,PASS,UNFAIR
574,A12,0,A32,A43,<= 3000,A61,A75,4,A93,A101,4,A123,<= 30,A143,A152,2,A172,1,A191,A201,1,PASS,UNFAIR
575,A14,1,A34,A42,<= 3000,A61,A74,2,A92,A102,3,A123,<= 30,A141,A152,2,A173,1,A191,A201,1,PASS,UNFAIR
576,A12,1,A32,A43,<= 3000,A61,A74,2,A92,A101,1,A121,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
577,A14,2,A34,A46,<= 3000,A65,A73,3,A92,A101,2,A123,<= 60,A143,A152,2,A173,1,A192,A201,1,PASS,FAIR
578,A12,3,A34,A40,<= 3000,A61,A72,4,A91,A101,4,A123,<= 30,A143,A152,2,A173,1,A191,A201,2,FAIL,UNFAIR
579,A14,2,A32,A48,<= 3000,A61,A72,4,A94,A101,3,A123,<= 30,A143,A152,2,A172,1,A191,A201,1,PASS,UNFAIR
580,A12,1,A34,A40,<= 3000,A61,A75,3,A93,A103,3,A121,<= 60,A141,A152,2,A173,1,A191,A201,2,FAIL,UNFAIR
581,A12,1,A34,A40,<= 6000,A61,A72,1,A93,A101,3,A121,<= 60,A141,A152,2,A172,2,A191,A201,1,PASS,UNFAIR
582,A14,0,A32,A42,<= 3000,A61,A73,4,A92,A101,2,A121,<= 30,A143,A151,1,A173,1,A191,A201,1,PASS,UNFAIR
583,A12,3,A32,A45,<= 3000,A61,A72,4,A93,A101,1,A124,<= 60,A143,A151,1,A172,1,A191,A201,2,FAIL,UNFAIR
584,A14,1,A32,A40,<= 3000,A65,A75,4,A92,A101,4,A124,<= 60,A143,A153,1,A174,1,A192,A201,1,PASS,FAIR
585,A11,1,A32,A42,<= 3000,A61,A73,1,A92,A101,4,A121,<= 30,A141,A151,1,A173,1,A191,A201,2,FAIL,UNFAIR
586,A11,0,A34,A40,<= 3000,A61,A73,2,A93,A101,2,A121,<= 60,A143,A151,2,A173,2,A191,A201,1,PASS,UNFAIR
587,A11,1,A32,A42,<= 3000,A61,A73,4,A93,A103,1,A122,<= 30,A143,A152,1,A172,1,A191,A201,1,PASS,UNFAIR
588,A11,1,A32,A44,<= 3000,A61,A73,4,A94,A101,3,A121,<= 60,A143,A152,1,A172,1,A192,A201,2,FAIL,UNFAIR
589,A11,1,A34,A42,<= 3000,A61,A75,3,A93,A101,3,A122,> 60,A143,A152,2,A173,1,A191,A201,2,FAIL,UNFAIR
590,A11,1,A34,A43,<= 3000,A61,A74,4,A92,A101,3,A121,<= 60,A143,A152,4,A172,1,A192,A201,1,PASS,UNFAIR
591,A12,2,A33,A40,<= 3000,A65,A73,4,A92,A101,4,A123,<= 60,A143,A151,2,A173,1,A192,A201,1,PASS,FAIR
592,A14,1,A32,A49,<= 3000,A64,A75,4,A92,A101,4,A121,<= 60,A141,A152,1,A172,1,A191,A201,1,PASS,FAIR
593,A12,2,A32,A40,<= 3000,A61,A73,3,A92,A101,4,A122,<= 30,A143,A151,1,A172,1,A192,A201,2,FAIL,UNFAIR
594,A11,2,A31,A410,<= 3000,A65,A75,4,A93,A101,3,A123,<= 60,A142,A152,1,A174,1,A192,A201,2,FAIL,FAIR
595,A12,0,A31,A40,<= 3000,A62,A72,1,A92,A101,1,A122,<= 60,A142,A152,1,A172,1,A191,A201,2,FAIL,UNFAIR
596,A11,2,A32,A40,<= 3000,A61,A74,4,A92,A101,4,A123,<= 30,A143,A151,2,A173,1,A191,A201,2,FAIL,UNFAIR
597,A12,2,A30,A49,<= 6000,A61,A73,1,A93,A101,4,A121,<= 60,A143,A152,3,A172,1,A192,A201,2,FAIL,UNFAIR
598,A14,1,A34,A40,<= 3000,A61,A74,2,A93,A101,2,A122,<= 60,A141,A152,2,A173,1,A191,A201,2,FAIL,UNFAIR
599,A14,2,A33,A49,<= 6000,A61,A73,1,A93,A101,2,A124,<= 60,A143,A153,1,A173,1,A191,A201,1,PASS,UNFAIR
600,A12,0,A32,A43,<= 3000,A61,A72,1,A92,A103,1,A121,<= 60,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
601,A12,0,A32,A42,<= 3000,A61,A73,4,A92,A101,1,A122,<= 60,A143,A152,1,A173,1,A191,A201,2,FAIL,UNFAIR
602,A12,2,A31,A46,<= 3000,A61,A74,4,A92,A101,4,A124,<= 60,A141,A153,1,A172,1,A191,A201,2,FAIL,UNFAIR
603,A14,3,A32,A42,<= 6000,A61,A73,4,A92,A101,2,A123,<= 30,A143,A152,1,A174,1,A192,A201,2,FAIL,UNFAIR
604,A13,0,A32,A42,<= 3000,A61,A72,4,A92,A101,2,A122,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
605,A11,2,A31,A42,<= 3000,A63,A73,4,A93,A101,4,A121,<= 30,A142,A152,1,A173,1,A192,A201,1,PASS,FAIR
606,A14,2,A34,A49,<= 6000,A61,A73,3,A93,A101,2,A121,> 60,A143,A152,1,A174,1,A192,A201,1,PASS,UNFAIR
607,A12,3,A32,A43,<= 3000,A62,A73,4,A92,A102,4,A124,<= 60,A143,A153,1,A173,1,A191,A201,2,FAIL,UNFAIR
608,A14,1,A32,A43,<= 3000,A61,A72,4,A93,A101,1,A121,<= 60,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
609,A14,1,A32,A41,<= 3000,A65,A75,4,A93,A101,4,A124,<= 60,A141,A153,1,A173,2,A191,A201,1,PASS,FAIR
610,A11,1,A32,A44,<= 3000,A62,A71,4,A92,A101,3,A122,<= 30,A143,A152,1,A173,1,A191,A201,2,FAIL,UNFAIR
611,A13,0,A32,A40,<= 3000,A62,A75,1,A92,A101,4,A124,<= 60,A143,A153,1,A172,2,A191,A201,2,FAIL,UNFAIR
612,A11,1,A32,A43,<= 6000,A64,A72,4,A92,A101,2,A123,<= 30,A141,A152,1,A173,1,A191,A201,1,PASS,FAIR
613,A11,2,A31,A41,<= 6000,A61,A73,1,A92,A103,4,A123,<= 30,A141,A151,1,A173,1,A191,A202,1,PASS,FAIR
614,A14,1,A33,A42,<= 3000,A61,A74,4,A92,A101,1,A121,<= 30,A143,A152,1,A173,1,A191,A201,2,FAIL,UNFAIR
615,A12,4,A30,A49,<= 15000,A65,A73,2,A93,A101,2,A123,<= 60,A141,A152,1,A174,1,A192,A201,1,PASS,FAIR
616,A12,5,A33,A43,<= 12000,A65,A73,2,A93,A101,2,A124,<= 30,A143,A153,1,A174,1,A191,A201,1,PASS,FAIR
617,A11,0,A34,A40,<= 6000,A61,A73,1,A93,A101,3,A121,<= 60,A143,A151,3,A173,2,A191,A201,1,PASS,UNFAIR
618,A12,2,A32,A42,<= 6000,A62,A73,2,A92,A102,4,A123,<= 30,A143,A151,1,A173,1,A191,A201,2,FAIL,UNFAIR
619,A14,1,A32,A40,<= 3000,A61,A73,4,A91,A101,2,A121,<= 60,A143,A152,1,A172,1,A191,A201,1,PASS,UNFAIR
620,A12,1,A34,A49,<= 6000,A61,A74,2,A93,A101,3,A122,<= 30,A143,A152,2,A173,1,A191,A201,1,PASS,UNFAIR
621,A14,1,A34,A40,<= 3000,A61,A73,3,A93,A101,2,A122,<= 60,A141,A152,2,A173,1,A191,A201,2,FAIL,UNFAIR
622,A14,4,A32,A49,<= 6000,A65,A73,4,A91,A101,2,A121,<= 60,A141,A152,1,A173,1,A191,A201,2,FAIL,FAIR
623,A11,1,A32,A42,<= 3000,A61,A72,4,A92,A101,1,A123,<= 30,A143,A151,1,A173,1,A191,A201,1,PASS,UNFAIR
624,A11,1,A32,A43,<= 3000,A61,A73,4,A93,A101,4,A124,> 60,A143,A153,2,A173,1,A191,A201,2,FAIL,UNFAIR
625,A14,1,A32,A43,<= 3000,A65,A75,4,A93,A101,2,A123,<= 60,A143,A152,1,A173,1,A191,A201,1,PASS,FAIR
626,A13,0,A32,A42,<= 3000,A61,A73,2,A93,A101,2,A121,<= 60,A143,A152,1,A173,1,A192,A201,1,PASS,UNFAIR
627,A12,0,A31,A40,<= 3000,A62,A74,2,A93,A101,3,A124,<= 30,A143,A152,1,A173,1,A191,A201,2,FAIL,UNFAIR
628,A14,3,A34,A42,<= 6000,A63,A73,4,A93,A101,4,A121,<= 60,A143,A152,2,A173,1,A192,A201,1,PASS,FAIR
629,A14,0,A32,A46,<= 6000,A65,A75,1,A93,A101,4,A121,> 60,A143,A152,1,A172,1,A191,A201,1,PASS,FAIR
630,A11,2,A32,A43,<= 6000,A61,A73,2,A92,A101,4,A123,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
631,A11,1,A31,A42,<= 3000,A61,A73,4,A93,A101,3,A123,<= 60,A141,A152,1,A173,1,A191,A201,2,FAIL,UNFAIR
632,A12,1,A32,A43,<= 3000,A65,A72,4,A93,A101,1,A122,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,FAIR
633,A14,0,A32,A42,<= 3000,A61,A72,2,A92,A102,2,A123,<= 30,A143,A151,2,A173,1,A191,A201,2,FAIL,UNFAIR
634,A12,2,A32,A40,<= 3000,A61,A72,3,A92,A101,4,A123,<= 30,A143,A152,1,A172,1,A192,A201,2,FAIL,UNFAIR
635,A14,1,A32,A46,<= 3000,A61,A75,4,A93,A101,4,A122,<= 60,A141,A152,3,A173,2,A192,A201,1,PASS,UNFAIR
636,A14,2,A32,A43,<= 3000,A63,A74,4,A92,A101,1,A123,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,FAIR
637,A14,5,A33,A43,<= 18000,A61,A74,2,A93,A101,4,A123,<= 30,A143,A152,2,A173,1,A192,A201,1,PASS,UNFAIR
638,A14,1,A32,A43,<= 3000,A61,A72,4,A92,A101,3,A123,<= 60,A143,A152,1,A173,2,A191,A201,1,PASS,UNFAIR
639,A11,3,A33,A43,<= 6000,A61,A74,3,A93,A101,2,A122,<= 30,A141,A152,2,A173,2,A192,A201,2,FAIL,UNFAIR
640,A11,1,A32,A46,<= 3000,A61,A71,4,A92,A101,1,A121,<= 30,A143,A152,1,A171,1,A191,A201,2,FAIL,UNFAIR
641,A12,1,A32,A45,<= 3000,A61,A75,4,A93,A101,4,A123,<= 60,A143,A152,2,A172,1,A191,A201,1,PASS,UNFAIR
642,A14,1,A32,A46,<= 6000,A62,A73,3,A93,A101,2,A122,<= 60,A143,A152,1,A174,1,A192,A201,2,FAIL,UNFAIR
643,A14,2,A34,A43,<= 3000,A61,A74,4,A94,A103,2,A123,<= 60,A143,A152,2,A173,1,A192,A201,1,PASS,UNFAIR
644,A11,1,A34,A43,<= 3000,A61,A74,4,A94,A101,1,A122,<= 60,A143,A152,2,A174,1,A192,A201,1,PASS,UNFAIR
645,A14,3,A33,A49,<= 9000,A65,A72,4,A93,A101,4,A123,<= 30,A143,A151,2,A173,1,A192,A201,2,FAIL,FAIR
646,A11,2,A30,A42,<= 6000,A61,A73,2,A91,A103,2,A121,<= 60,A143,A152,2,A173,1,A191,A201,1,PASS,UNFAIR
647,A14,1,A32,A40,<= 3000,A63,A73,2,A92,A101,2,A122,<= 30,A143,A152,1,A173,1,A191,A201,2,FAIL,FAIR
648,A13,2,A32,A40,<= 3000,A61,A74,4,A93,A101,3,A124,<= 60,A141,A153,1,A173,2,A191,A201,2,FAIL,UNFAIR
649,A11,1,A32,A46,<= 3000,A61,A73,4,A93,A101,4,A123,<= 60,A143,A151,1,A172,2,A191,A201,2,FAIL,UNFAIR
650,A11,4,A32,A46,<= 9000,A61,A74,4,A93,A101,1,A124,<= 60,A143,A153,1,A174,1,A192,A201,1,PASS,UNFAIR
651,A12,1,A32,A42,<= 3000,A61,A73,4,A93,A101,2,A122,<= 60,A143,A152,1,A172,1,A191,A201,2,FAIL,UNFAIR
652,A11,2,A32,A40,<= 3000,A61,A75,4,A93,A102,1,A121,<= 60,A143,A152,1,A173,1,A191,A201,2,FAIL,UNFAIR
653,A12,3,A33,A40,<= 9000,A62,A75,2,A93,A101,4,A123,<= 60,A143,A152,4,A174,1,A192,A201,2,FAIL,UNFAIR
654,A14,2,A34,A41,<= 3000,A61,A74,4,A93,A101,3,A123,<= 60,A143,A152,2,A173,1,A192,A201,1,PASS,UNFAIR
655,A11,1,A32,A40,<= 6000,A61,A71,1,A93,A101,4,A124,<= 30,A143,A153,1,A173,1,A191,A201,1,PASS,UNFAIR
656,A12,1,A32,A40,<= 3000,A61,A75,4,A93,A101,4,A123,<= 60,A141,A152,1,A172,2,A191,A201,2,FAIL,UNFAIR
657,A14,4,A32,A43,<= 12000,A65,A74,4,A93,A101,3,A123,<= 60,A142,A152,1,A173,1,A192,A201,1,PASS,FAIR
658,A12,2,A30,A49,<= 6000,A61,A73,2,A92,A101,1,A123,<= 30,A143,A152,2,A173,1,A191,A201,1,PASS,UNFAIR
659,A12,1,A34,A42,<= 9000,A61,A75,2,A93,A101,1,A124,<= 60,A143,A152,1,A173,1,A192,A201,1,PASS,UNFAIR
660,A13,1,A32,A43,<= 3000,A61,A73,3,A94,A101,4,A121,<= 30,A143,A151,1,A173,1,A191,A201,1,PASS,UNFAIR
661,A11,1,A32,A40,<= 3000,A65,A73,4,A94,A101,2,A123,<= 30,A143,A152,1,A173,1,A191,A201,2,FAIL,FAIR
662,A14,1,A32,A42,<= 3000,A61,A75,4,A93,A101,2,A121,<= 60,A143,A152,2,A173,1,A191,A201,1,PASS,UNFAIR
663,A12,0,A33,A42,<= 3000,A61,A71,4,A93,A101,1,A122,<= 60,A142,A152,2,A174,1,A192,A201,1,PASS,UNFAIR
664,A13,0,A34,A46,<= 3000,A61,A73,2,A92,A101,4,A122,<= 60,A143,A152,1,A172,1,A191,A201,1,PASS,UNFAIR
665,A14,2,A34,A410,<= 9000,A61,A71,4,A93,A102,2,A124,<= 30,A141,A152,2,A174,1,A192,A201,1,PASS,UNFAIR
666,A12,2,A31,A42,<= 6000,A64,A73,4,A93,A101,2,A123,<= 60,A142,A152,1,A173,2,A192,A201,1,PASS,FAIR
667,A14,4,A31,A49,<= 6000,A61,A73,1,A92,A101,1,A121,<= 30,A142,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
668,A11,1,A34,A40,<= 6000,A61,A75,3,A93,A102,4,A122,<= 60,A143,A151,2,A173,1,A192,A201,2,FAIL,UNFAIR
669,A13,2,A34,A43,<= 6000,A61,A75,4,A93,A101,4,A122,<= 60,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
670,A14,2,A34,A49,<= 6000,A62,A73,3,A93,A101,3,A122,<= 30,A143,A152,2,A172,1,A192,A201,1,PASS,UNFAIR
671,A14,3,A32,A49,<= 6000,A62,A74,2,A93,A101,2,A123,<= 60,A143,A152,2,A173,1,A192,A201,1,PASS,UNFAIR
672,A14,5,A32,A40,<= 12000,A61,A75,2,A93,A101,4,A122,<= 60,A143,A152,1,A174,1,A192,A201,1,PASS,UNFAIR
673,A14,0,A34,A40,<= 3000,A63,A73,1,A94,A101,2,A123,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,FAIR
674,A14,1,A33,A49,<= 3000,A63,A72,4,A93,A101,2,A121,<= 60,A141,A152,1,A172,2,A191,A201,2,FAIL,FAIR
675,A14,2,A34,A43,<= 6000,A61,A74,4,A92,A101,4,A123,<= 30,A143,A151,1,A174,1,A192,A201,1,PASS,UNFAIR
676,A14,2,A34,A42,<= 6000,A61,A75,4,A93,A101,4,A123,<= 60,A143,A152,1,A173,1,A192,A201,1,PASS,UNFAIR
677,A12,6,A32,A43,<= 6000,A62,A73,2,A94,A101,2,A123,<= 30,A143,A152,1,A173,1,A191,A201,2,FAIL,UNFAIR
678,A11,2,A32,A43,<= 3000,A61,A75,4,A93,A101,4,A121,> 60,A141,A151,1,A172,1,A191,A201,1,PASS,UNFAIR
679,A14,1,A32,A43,<= 3000,A61,A72,3,A92,A101,1,A121,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
680,A14,0,A32,A46,<= 3000,A61,A72,1,A92,A101,2,A124,<= 60,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
681,A14,1,A32,A43,<= 3000,A65,A73,4,A93,A101,4,A124,<= 60,A143,A153,1,A173,1,A192,A201,1,PASS,FAIR
682,A14,1,A33,A43,<= 3000,A61,A73,4,A94,A101,3,A121,<= 60,A141,A152,2,A173,1,A191,A201,1,PASS,UNFAIR
683,A14,2,A34,A43,<= 6000,A61,A72,3,A94,A101,3,A124,<= 60,A143,A153,3,A173,1,A192,A201,1,PASS,UNFAIR
684,A12,3,A33,A49,<= 12000,A62,A74,1,A93,A101,3,A122,<= 60,A143,A152,2,A172,2,A192,A201,1,PASS,UNFAIR
685,A14,5,A32,A40,<= 9000,A65,A73,4,A93,A101,4,A124,<= 60,A143,A153,1,A173,2,A192,A201,1,PASS,FAIR
686,A13,0,A34,A43,<= 3000,A65,A74,4,A93,A101,2,A122,<= 30,A143,A152,2,A173,1,A192,A201,1,PASS,FAIR
687,A12,3,A33,A40,<= 3000,A62,A75,4,A93,A101,3,A124,<= 60,A143,A153,1,A173,1,A191,A201,1,PASS,UNFAIR
688,A14,0,A32,A43,<= 3000,A62,A75,3,A93,A102,4,A123,<= 60,A143,A152,1,A173,1,A192,A201,1,PASS,UNFAIR
689,A11,1,A32,A40,<= 6000,A64,A73,1,A93,A101,3,A122,<= 60,A143,A152,1,A173,2,A191,A201,1,PASS,FAIR
690,A11,1,A34,A42,<= 3000,A61,A73,2,A91,A101,3,A122,<= 30,A143,A152,2,A173,1,A191,A201,1,PASS,UNFAIR
691,A12,1,A32,A45,<= 3000,A62,A73,3,A92,A101,2,A121,<= 30,A143,A152,1,A172,1,A191,A201,1,PASS,UNFAIR
692,A12,2,A32,A43,<= 3000,A62,A72,2,A93,A101,1,A123,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
693,A11,0,A34,A40,<= 6000,A65,A72,1,A93,A101,3,A121,<= 60,A143,A152,2,A172,2,A191,A201,1,PASS,FAIR
694,A14,2,A32,A43,<= 3000,A61,A74,4,A93,A101,2,A123,<= 30,A143,A152,1,A173,1,A192,A201,1,PASS,UNFAIR
695,A14,0,A32,A41,<= 3000,A63,A73,2,A93,A101,4,A122,<= 60,A143,A151,1,A173,1,A191,A201,1,PASS,FAIR
696,A12,1,A32,A43,<= 3000,A61,A74,4,A93,A103,3,A121,<= 30,A143,A152,2,A173,1,A191,A202,1,PASS,FAIR
697,A14,1,A34,A40,<= 3000,A61,A71,1,A92,A101,2,A122,<= 60,A143,A152,1,A171,1,A191,A201,1,PASS,UNFAIR
698,A14,1,A34,A43,<= 3000,A61,A73,4,A93,A101,2,A123,<= 30,A143,A152,2,A173,1,A191,A201,1,PASS,UNFAIR
699,A13,1,A32,A46,<= 3000,A61,A75,4,A93,A101,4,A123,<= 60,A143,A151,1,A174,1,A192,A201,1,PASS,UNFAIR
700,A14,1,A32,A42,<= 3000,A63,A73,4,A92,A101,4,A123,<= 30,A143,A151,1,A172,1,A191,A201,2,FAIL,FAIR
701,A11,4,A34,A41,<= 9000,A61,A75,4,A93,A101,4,A124,<= 60,A143,A153,2,A173,1,A192,A201,2,FAIL,UNFAIR
702,A13,2,A32,A43,<= 3000,A62,A75,4,A92,A101,2,A124,<= 60,A143,A153,1,A173,1,A192,A201,1,PASS,UNFAIR
703,A12,2,A33,A49,<= 3000,A62,A75,4,A93,A101,2,A122,<= 60,A142,A152,2,A173,1,A191,A201,1,PASS,UNFAIR
704,A12,2,A32,A49,<= 3000,A61,A72,4,A92,A101,1,A122,<= 60,A143,A152,1,A173,2,A192,A201,1,PASS,UNFAIR
705,A14,1,A32,A40,<= 6000,A63,A75,1,A92,A101,4,A124,<= 60,A143,A153,1,A173,1,A191,A201,1,PASS,FAIR
706,A12,4,A32,A40,<= 9000,A62,A74,3,A93,A101,2,A122,<= 30,A143,A152,1,A173,1,A191,A201,2,FAIL,UNFAIR
707,A12,1,A30,A42,<= 3000,A61,A72,4,A92,A101,3,A122,<= 30,A143,A151,2,A173,1,A191,A201,2,FAIL,UNFAIR
708,A12,0,A32,A43,<= 3000,A61,A75,4,A92,A101,4,A121,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
709,A12,0,A32,A43,<= 3000,A61,A73,2,A93,A101,2,A121,<= 60,A143,A152,1,A172,2,A191,A201,1,PASS,UNFAIR
710,A14,1,A34,A43,<= 3000,A63,A75,4,A93,A101,3,A122,<= 60,A141,A152,2,A174,1,A192,A201,1,PASS,FAIR
711,A11,0,A31,A46,<= 3000,A61,A75,4,A92,A101,4,A124,<= 60,A143,A153,1,A173,1,A191,A201,2,FAIL,UNFAIR
712,A14,1,A32,A41,<= 3000,A65,A75,4,A93,A101,4,A121,<= 60,A143,A152,1,A174,1,A192,A201,1,PASS,FAIR
713,A11,0,A34,A43,<= 3000,A61,A73,4,A93,A101,4,A121,<= 30,A143,A152,2,A172,1,A191,A201,1,PASS,UNFAIR
714,A12,5,A32,A40,<= 15000,A61,A74,4,A93,A101,2,A124,<= 30,A143,A152,1,A174,1,A192,A201,2,FAIL,UNFAIR
715,A14,2,A34,A41,<= 9000,A65,A75,1,A93,A101,4,A123,> 60,A143,A152,2,A173,1,A191,A201,1,PASS,FAIR
716,A14,2,A34,A43,<= 6000,A65,A75,3,A93,A101,2,A123,<= 60,A143,A152,2,A173,2,A192,A201,1,PASS,FAIR
717,A14,1,A32,A43,<= 3000,A61,A73,4,A93,A101,2,A124,<= 60,A143,A153,1,A174,1,A192,A201,1,PASS,UNFAIR
718,A13,2,A34,A43,<= 6000,A65,A73,3,A93,A101,2,A123,<= 60,A143,A152,2,A173,1,A192,A201,1,PASS,FAIR
719,A12,1,A30,A41,<= 9000,A62,A75,3,A94,A101,4,A123,<= 60,A141,A152,2,A173,1,A192,A201,1,PASS,UNFAIR
720,A13,0,A30,A43,<= 3000,A61,A72,4,A93,A101,2,A123,<= 60,A143,A152,2,A174,1,A192,A201,2,FAIL,UNFAIR
721,A12,0,A31,A46,<= 3000,A64,A72,4,A92,A101,2,A122,<= 30,A141,A151,1,A173,2,A191,A201,2,FAIL,FAIR
722,A11,1,A32,A40,<= 3000,A61,A73,4,A92,A101,2,A121,<= 30,A143,A152,1,A172,1,A191,A201,2,FAIL,UNFAIR
723,A12,0,A32,A43,<= 3000,A63,A73,4,A92,A101,3,A121,> 60,A143,A152,1,A172,1,A191,A201,1,PASS,FAIR
724,A14,2,A32,A40,<= 3000,A61,A73,3,A92,A101,3,A121,<= 30,A143,A151,1,A173,1,A191,A201,2,FAIL,UNFAIR
725,A14,0,A34,A40,<= 3000,A64,A73,2,A92,A101,2,A121,<= 60,A141,A152,2,A172,1,A191,A201,1,PASS,FAIR
726,A14,1,A34,A43,<= 3000,A63,A73,2,A94,A101,2,A122,<= 60,A143,A152,2,A172,1,A191,A201,1,PASS,FAIR
727,A11,1,A32,A43,<= 3000,A61,A73,4,A92,A101,4,A123,<= 30,A141,A151,2,A173,1,A191,A201,2,FAIL,UNFAIR
728,A12,4,A31,A49,<= 9000,A61,A75,4,A92,A101,3,A124,<= 60,A143,A151,1,A173,1,A191,A201,2,FAIL,UNFAIR
729,A13,2,A34,A49,<= 3000,A64,A73,2,A91,A101,4,A121,<= 60,A143,A152,2,A173,1,A192,A201,1,PASS,FAIR
730,A12,2,A33,A43,<= 9000,A61,A72,1,A93,A101,2,A123,<= 60,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
731,A11,2,A32,A43,<= 3000,A61,A73,2,A93,A101,4,A121,<= 30,A143,A151,1,A172,2,A191,A201,2,FAIL,UNFAIR
732,A12,0,A32,A43,<= 3000,A61,A74,4,A92,A103,2,A121,<= 60,A143,A152,1,A172,1,A191,A201,1,PASS,UNFAIR
733,A14,2,A32,A41,<= 3000,A64,A73,2,A92,A101,4,A123,<= 30,A143,A151,1,A173,1,A192,A201,1,PASS,FAIR
734,A14,0,A34,A40,<= 6000,A61,A74,1,A92,A101,1,A121,<= 60,A143,A152,1,A173,2,A191,A201,1,PASS,UNFAIR
735,A12,3,A31,A44,<= 6000,A65,A72,3,A92,A101,2,A124,<= 30,A141,A152,1,A171,1,A191,A201,1,PASS,FAIR
